Trdmnt,RF,RM,MKT_RF,SMB,HML,SL,SM,SH,BL,BM,BH,N_SL,N_SM,N_SH,N_BL,N_BM,N_BH
2008-06,0.003386,-0.208084,-0.21147,-0.024438197078676394,-0.043129022257766075,-0.24053546104977422,-0.2527997432796146,-0.26403183113228945,-0.2003537094324336,-0.22058335092776507,-0.2631153838654505,135,257,224,236,240,150
2008-07,0.003386,0.021906,0.01852,0.09642643656636503,0.005166946861761584,0.11607606829036889,0.11894029230998167,0.10945493619253296,0.004497590873265632,0.029241779525898084,0.021452616694624723,164,289,232,246,259,178
2008-08,0.003386,-0.152243,-0.155629,-0.08695936694188519,0.051366688988928266,-0.24833788501646623,-0.21524356098856842,-0.21550002747253202,-0.1714693592471043,-0.14516017459162484,-0.10157383881318197,164,287,231,245,259,178
2008-09,0.003386,-0.046408,-0.049794,-0.0532595466620528,0.003232427614937139,-0.11618423964416857,-0.0998321014037612,-0.07920104011061609,-0.031930441478827176,-0.041059513911054904,-0.06244878578250539,164,288,232,246,258,177
2008-10,0.002952,-0.250632,-0.25358400000000003,-0.006460179974556862,0.0283699911741066,-0.26447240820078505,-0.25036085392408314,-0.24618530881096454,-0.24992647366710133,-0.28023796663635225,-0.21147359070870866,164,288,232,243,257,177
2008-11,0.002076,0.096748,0.094672,0.11587964838001344,-0.0030809349230596916,0.20177649437026016,0.22102299018199126,0.19570207666664538,0.08868592076055724,0.09357822670024653,0.08859846861805262,163,288,232,241,257,176
2008-12,0.0018559999999999998,-0.01688,-0.018736,0.09919776473760229,-0.04382277186756779,0.09896853377227845,0.0784044276668555,0.03492411407519026,-0.021528184153606956,-0.018638726353221377,-0.04512930819165436,162,289,232,245,259,177
2009-01,0.0018559999999999998,0.09677,0.094914,0.06446351854201982,-0.0012351434378965048,0.16218646547750973,0.14922519697056327,0.16585522516448775,0.07951562214468456,0.1309841342599032,0.07337657558191354,163,289,232,244,257,177
2009-02,0.0018559999999999998,0.053877,0.052021000000000005,0.038481965316344534,0.0047621945406306765,0.08374310148204837,0.0852982965002429,0.0932560290494292,0.045990482426898203,0.05485910471500997,0.046001943940778715,163,289,232,245,258,178
2009-03,0.0018559999999999998,0.151176,0.14932,0.09334560895299915,-0.02783208056016695,0.25373528229311154,0.22278501632385342,0.22192188389228582,0.13480306275353574,0.17264999286269012,0.11095230003402759,163,289,232,246,259,178
2009-04,0.0018559999999999998,0.048162,0.04630600000000001,0.0312911074164171,0.012179662728670104,0.049571723154862725,0.08515720237761819,0.08998978748564496,0.05181121967905485,0.043281690284206906,0.03575248080561283,162,289,232,246,259,177
2009-05,0.0018559999999999998,0.063254,0.06139800000000001,0.012329914560409827,-0.023182947105577556,0.08384128201382819,0.06064722393289203,0.08268091744083941,0.0944660844230621,0.046453040498372296,0.04926055478489577,161,289,232,244,259,175
2009-06,0.0018559999999999998,0.126087,0.12423100000000001,-0.07665164049923043,0.04518887325987739,0.08356180028409217,0.04949169136515896,0.06615253825145598,0.09792676114758836,0.1255204205508307,0.20571376969997932,160,289,232,244,259,177
2009-07,0.0018559999999999998,0.156729,0.154873,-0.01579543743315226,0.022517888866995073,0.14400632987307452,0.12906146309744781,0.14010196966505664,0.12817017353330323,0.15527558992642115,0.17711031147531128,218,324,214,235,279,240
2009-08,0.0018559999999999998,-0.212878,-0.214734,0.06653444241586853,-0.045781144697706,-0.131452656711935,-0.14961010171527506,-0.14972393797393316,-0.1683762402142841,-0.22034653508676683,-0.24166724834769795,219,322,214,235,278,240
2009-09,0.0018559999999999998,0.045577,0.043721,-0.025891269842739473,-0.0043328271787532735,0.01918200395391528,0.028913635114026694,0.03407494259596991,0.07429242429138311,0.034818135608925285,0.05073383129182193,219,323,214,235,277,240
2009-10,0.0018559999999999998,0.085384,0.083528,0.04247020621970267,0.00023381400717968626,0.11923160580873537,0.13277501239653944,0.12499459783393073,0.08271463421411336,0.0894566929627068,0.07741927020327737,219,323,213,235,280,240
2009-11,0.0018559999999999998,0.078559,0.07670300000000001,0.08136611030604295,-0.009901464833361726,0.15531090065193207,0.15361387944641036,0.1610455028791673,0.09676321230840787,0.05788305933652387,0.07122568041444918,219,323,212,235,279,240
2009-12,0.0018559999999999998,0.023694,0.021838,0.016851752173444753,0.027310304912226947,0.03450404365035782,0.03677349734863171,0.050981413457294324,0.009606541667748571,0.014347374582935076,0.04774978168526596,218,323,213,235,281,238
2010-01,0.0018559999999999998,-0.083116,-0.08497199999999999,0.07242763782877523,-0.02592901721654546,-0.010223339008614657,-0.02352412172871306,-0.015565420933337938,-0.06949684006200874,-0.08108616252460628,-0.11601279257037637,217,320,214,235,281,236
2010-02,0.0018559999999999998,0.027051,0.025195,0.05112251965020227,0.0033140586578405545,0.06749336111133805,0.07171800191964538,0.08017104079102465,0.025732928626695566,0.020598549982015643,0.01968336626269008,219,322,214,234,281,238
2010-03,0.0018559999999999998,0.021476,0.01962,0.02416067361480425,0.007283281441023304,0.03190182528389941,0.05225156879899159,0.03926014373984553,0.014421942430524708,0.014879387691173883,0.0216301868566252,216,322,214,234,279,238
2010-04,0.0018559999999999998,-0.076824,-0.07868,0.014240872517270728,-0.027904422812960822,-0.05611043788478219,-0.057317677428807404,-0.0716285496865165,-0.05650154283731309,-0.07448546305310476,-0.09679227666150042,217,321,214,233,279,237
2010-05,0.0018559999999999998,-0.088892,-0.090748,0.006207603803331005,-0.028935707161089647,-0.06424310874354348,-0.07428973312200202,-0.09540330552546002,-0.060340037036928106,-0.1051676671868796,-0.08705125457719087,213,320,211,233,278,237
2010-06,0.0018559999999999998,-0.074735,-0.07659099999999999,-0.02231007173431221,-0.013047520194528359,-0.08964312862777069,-0.09411010109639953,-0.10439456893198308,-0.07286808065508185,-0.06413782205820867,-0.08421168073992616,213,322,211,233,278,235
2010-07,0.0018559999999999998,0.116607,0.114751,0.03842552541439903,-0.015793716795035384,0.15400637760801203,0.17536968551109136,0.16677905469003956,0.13882379904288009,0.14759105415228405,0.0944636883707818,234,329,206,226,285,255
2010-08,0.0018559999999999998,0.023929,0.022073,0.06034521011511362,-0.0806219302958324,0.11984643997613993,0.107935055352858,0.0931951071082546,0.10397250665200396,0.06658848651168318,-0.030620021071775517,235,327,206,225,284,252
2010-09,0.0018559999999999998,0.0083,0.006444,-0.008039775686129697,-0.03856085899291336,0.022576876959764493,0.014594192714346428,0.007252401509270841,0.05757203942247392,0.015195961932156074,-0.00422520311285914,234,328,206,226,287,252
2010-10,0.0020599999999999998,0.120498,0.11843799999999999,-0.04731512635243583,0.008635525848548,0.0711993623179435,0.09229548262294254,0.08425761610197505,0.11691990317045665,0.15164523584619083,0.12113270108352109,233,327,205,226,286,253
2010-11,0.0020599999999999998,-0.039649,-0.041708999999999996,0.051871059703712,-0.03414328466640295,0.009698259319938595,0.01730725798254083,0.004588860378085331,-0.005195239443856555,-0.05045115215190552,-0.06837240983480919,234,326,204,226,286,254
2010-12,0.002263,-0.006102,-0.008365,-0.01411536173395572,0.015147341379954457,-0.0308284416527284,-0.02196152866771481,-0.021174329397041145,-0.017884816179559747,-0.016489152660719354,0.0027557543246619076,231,328,205,225,285,255
2011-01,0.002263,-0.026034,-0.028297000000000003,-0.004876998307840011,0.05217160224280361,-0.046981585903555174,-0.05023581964345189,-0.027591814389581023,-0.07501189524150643,-0.04510786750168825,0.009941537730126617,229,327,205,225,283,254
2011-02,0.0024660000000000003,0.054119,0.051653,0.05080630557286092,-0.03329615453451537,0.12062213991169811,0.11815707042770508,0.11023938633098579,0.0771895881460884,0.09843005914794785,0.02098003265776999,230,326,205,225,285,253
2011-03,0.0024660000000000003,-0.002672,-0.005138,0.013468666693719926,0.024286449178694318,-0.004265988171011603,0.010414740683644003,0.003203604741617147,-0.016928551037542993,-0.03829984619658413,0.024174754407216892,232,326,206,222,282,251
2011-04,0.0026690000000000004,-0.014351,-0.01702,-0.010957642113195293,0.016136227259483084,-0.028858994366483193,-0.03143690860346407,-0.02663147693777762,-0.02450458349612378,-0.03509022366615204,0.005540353594136817,232,324,205,223,282,251
2011-05,0.0026690000000000004,-0.062388,-0.065057,-0.013988500407436079,-0.004919050878022552,-0.07335141822038109,-0.0708600284039215,-0.07834346948440889,-0.05234533109614353,-0.07105270220209885,-0.05719138158816087,227,323,204,223,280,253
2011-06,0.0026690000000000004,0.027185,0.024516,0.011917643621969069,-0.018859492705323326,0.0456078126982626,0.04045748113447936,0.03640133498392182,0.041939168982718385,0.03134786768162567,0.013426661286412522,226,324,205,223,281,253
2011-07,0.0028710000000000003,-0.010227,-0.013098,0.02390632382117734,-0.05696476799997437,0.04329221566498356,0.02001409691885699,0.0011830159083870157,0.034850975814632826,-0.005111258357217909,-0.036969360428719365,250,399,226,275,301,300
2011-08,0.0028710000000000003,-0.044695,-0.047566,0.015600733283011137,-0.020230191081219505,-0.026576572221491207,-0.025480192286732622,-0.03382280401270228,-0.0228128116848265,-0.05384199462907858,-0.056026962056054445,248,399,226,274,300,300
2011-09,0.0028710000000000003,-0.091178,-0.094049,-0.016809619860188224,0.03303916922607961,-0.11869265681711919,-0.11778922195013634,-0.11804020895928766,-0.12590224978294676,-0.11771461917441266,-0.060476359188619065,247,397,226,274,299,299
2011-10,0.0028710000000000003,0.042253,0.039382,1.1497155261198932e-05,0.014527505252092454,0.032256949050537394,0.0399968450635033,0.031469220356785566,0.025638889906717248,0.02256800399367143,0.05548162910465398,247,396,226,273,300,298
2011-11,0.0028710000000000003,-0.052726,-0.055597,0.012375249191580465,-0.022941384222121844,-0.03282380016037575,-0.0363708561351056,-0.05002546245901518,-0.030237081377472833,-0.06719059742868802,-0.0589181875230771,246,394,226,274,300,296
2011-12,0.0028710000000000003,-0.078903,-0.081774,-0.08148925355397381,0.0750882076430454,-0.19417788267469802,-0.16561500422428904,-0.16236140692080006,-0.13637537226262633,-0.12329572816480591,-0.01801543273043349,248,395,225,274,298,299
2012-01,0.0028710000000000003,0.030396,0.027525,-0.02733969399243672,0.022959813518452048,0.007348386726482458,-0.015895586772975662,0.009202581960094257,0.004299024245158655,0.030010983597301602,0.04836445604845095,247,395,224,272,299,298
2012-02,0.0028710000000000003,0.07511,0.072239,0.050422533315907375,-0.038607319140955026,0.1395671769412551,0.13503714499401942,0.13186684552711853,0.11209088912693883,0.10053609612856669,0.04257658225916534,247,395,224,272,300,297
