Trdmnt,SL,SM,SH,BL,BM,BH,N_SL,N_SM,N_SH,N_BL,N_BM,N_BH
2024-06,-0.1073609664410216,-0.09643604021598338,-0.09960502405177218,-0.072229043907602,-0.026948037982522786,-0.007880634990974815,447,702,385,483,534,541
2024-07,0.015613018686437602,0.004489662230380084,0.038907152857252915,-0.010562518052451949,-0.009785413277732918,0.007644710632952588,530,684,348,407,574,596
2024-08,-0.028382616379573327,-0.02917018729517469,-0.03792399604457642,-0.03917239207651654,-0.038043108895527526,-0.020693596044317985,528,682,347,407,574,595
2024-09,0.2149668384193467,0.1951350662707274,0.21318944972064047,0.2215523355141725,0.17818510951733751,0.1577026120214429,528,681,346,407,574,595
2024-10,0.12456578407668698,0.08363890566601222,0.07763194745246721,-0.02602637488281413,-0.005910050712179307,-0.027830706709461688,528,681,346,407,574,595
2024-11,0.05345207879873027,0.052040438682509724,0.06753061931110847,0.016951924570270612,-0.010118431134245917,0.006970595990853301,528,681,347,407,574,595
2024-12,-0.06343301948999752,-0.04513258848492191,-0.047909714086343425,-0.01703216396575017,-0.006617857021287742,0.03126995203363791,526,681,347,407,574,595
2025-01,-0.020752113787781325,-0.010609206486167063,-0.0403328956371341,-0.027076088802464503,-0.022300953958049548,-0.03061175768979068,528,681,347,406,574,595
2025-02,0.09261384778821627,0.07693721213009856,0.061108472287725105,0.04823255235133531,0.021986328646238708,-0.0024831957196314288,528,681,347,407,574,595
2025-03,-0.019113920435561527,0.007850355768550185,-0.01726824705366922,0.0020950500686120785,0.011132419223136646,0.009262280413976648,527,681,347,406,574,594
2025-04,-0.028342178328394554,-0.004179021494921955,-0.0014435733876539795,-0.022274367673296377,-0.03995563124835621,-0.016060530977906808,527,681,347,406,573,594
2025-05,0.05939297173563801,0.07597291462562764,0.05977349821121666,0.00299855195923555,0.024703003357567435,0.030679258636944214,523,680,344,406,573,591
2025-06,0.06340151837729668,0.05503469512452747,0.024405630893332746,0.015153851498115632,0.03279987472380254,0.03844390978033607,527,680,346,406,573,591
