Trdmnt,UMD,winner_ret,loser_ret,J,K,skip
1995-11,-0.04747772416584343,-0.09444498999942719,-0.04696726583358376,12,3,1
1995-12,-0.012843638266751209,-0.11976571150416498,-0.10692207323741378,12,3,1
1996-01,0.06549177248075119,0.0006917252751227677,-0.06480004720562843,12,3,1
1996-02,-0.02443636903175637,0.014637640254295387,0.03907400928605176,12,3,1
1996-03,0.01265841178009667,0.0043833509107495195,-0.00827506086934715,12,3,1
1996-04,-0.10734086703317397,0.2623090660925748,0.3696499331257488,12,3,1
1996-05,0.05680526734885066,-0.03299287198765688,-0.08979813933650754,12,3,1
1996-06,0.08760541467498598,0.2312239751335974,0.14361856045861143,12,3,1
1996-07,0.09774449783347741,0.17424943259912895,0.07650493476565154,12,3,1
1996-08,0.02145279273224821,-0.01844643202059786,-0.03989922475284607,12,3,1
1996-09,0.02401157333090291,0.05632262961733327,0.032311056286430356,12,3,1
1996-10,0.1322680772781223,0.3134684463475908,0.18120036906946851,12,3,1
1996-11,0.05469028044882623,0.11584137484077593,0.061151094391949705,12,3,1
